#ICAO,IATA,Full_name,Continent,Location,Longitude,Latitude
"MM27","","Cementos Mexicanos Airport","NA","Ciudad Valles","-98.96189","21.983999"
"MM28","","Tizayuca Airport","NA","Tizayuca","-98.94360351562","19.874000549316"
"MM29","","Ta Lo De Soto Airport","NA","Cuajinicuilapa","-98.39300","16.463499"
"MM30","","El Tapacal Airport","NA","Navolato","-107.55200","24.658501"
"MM31","","Fausto Vega Santander Airport","NA","","-97.375099182128","20.946800231933594"
"MM32","","Puerto Libertad North Airport","NA","","-112.6559982299804","29.92959976196289"
"MM35","","Santa BÃ¡rbara Regional Airport","NA","Pungarabato","-100.63102","18.325237"
"MM36","","Rancho San Salvador Northeast Airport","NA","","-100.170997619628","26.678499221801758"
"MM37","","Casa Madero Airport","NA","","-102.202003479003","25.506200790405273"
"MM38","","Falcon Dam Airport","NA","","-99.1485977172851","26.521099090576172"
"MM39","","Guamuchil Airport","NA","Salvador Alvarado","-108.09200","25.4387"
"MM41","","Leon Gonzales Pie de la Cuesta Airport","NA","","-99.98869","16.9102"
"MM42","","Muzquiz New Airport","NA","Muzquiz","-101.52600","27.8563"
"MM44","","Agualeguas Old Airport","NA","","-99.5502014160156","26.304399490356445"
"MM47","","Jaujilla - Zacapu Municipal Airport","NA","Zacapu","-101.7519989013","19.851499557495"
"MM48","","Ciudad Pemex Airport","NA","","-92.4757003784179","17.88010025024414"
"MM50","","CosalÃ¡ Airport","NA","CosalÃ¡","-106.69892","24.420098"
"MM51","","Rancho Guadalupe South Airport","NA","","-100.8899993896484","26.63559913635254"
"MM52","","Camaguey-Campo Cuatro Milpas Airport","NA","Guasave","-108.5380020141","25.652200698853"
"MM53","","Nuevo Dolores Airport","NA","","-98.4156036376953","24.061500549316406"
"MM54","","Rancho Marina Vieja Airport","NA","Soto La Marina","-98.06120","23.7381"
"MM56","","Xicotencatl Airport","NA","Xicotencatl","-98.959","22.953899"
"MM61","","Ixmiquilpan Airport","NA","","-99.2587966918945","20.486000061035156"
"MM62","","Zacacoyuca Airport","NA","Iguala de la Independencia","-99.51088","18.269215"
"MM63","","AutlÃ¡n Airport","NA","AutlÃ¡n de Navarro","-104.33699","19.7453"
"MM64","","Constitucionalista Airport","NA","Cuatro Cienegas de Carranza","-102.03299","26.9904"
"MM65","","Agua Prieta South Airport","NA","","-109.6080017089843","31.252300262451172"
"MM66","","Coahuayana Airport","NA","","-103.67600","18.684601"
"MM67","","Ingeniero Manuel Moreno Torres  Airport","NA","Matehuala","-100.62300","23.6766"
"MM68","","Mina Hercules Airport","NA","Sierra Mojada","-103.7710037231","28.036600112915"
"MM69","","Tacicuri-Magdalena de Kino Airport","NA","Magadalena de Kino","-110.93217","30.674254"
"MM72","TZM","Cupul Airport","NA","Tizimin","-88.17291","21.155716"
"MM73","","Huetamo Airport","NA","Huetamo","-100.850997924","18.52739906311"
"MM74","","Old Chichen ItzÃ¡ Airport","NA","Tinum","-88.56681","20.68973"
"MM75","","Agua Prieta Southwest Airport","NA","","-109.62","31.242900848388672"
"MM77","","Las Delicias Airport","NA","","-105.44799804687","28.21310043334961"
"MM79","","El Fuerte Airport","NA","","-108.61","26.398199"
"MM80","","Rancho La Milpita Airport","NA","Nacozari","-109.6439971923","30.480899810791"
"MM81","","Isla Socorro Airport","NA","","-110.9300003051757","18.774200439453125"
"MM82","","Laguna Del Rey Airport","NA","","-103.37","27.0238"
"MM84","","Parral Airport","NA","Hidalgo Del Parral","-105.7819976806","26.922100067139"
"MMAA","ACA","General Juan N Alvarez International Airport","NA","Acapulco","-99.7539978027343","16.757099151611328"
"MMAL","","Agualeguas Airport","NA","","-99.54239","26.334"
"MMAN","NTR","Del Norte International Airport","NA","","-100.23","25.865601"
"MMAS","AGU","JesÃºs TerÃ¡n Paredo International Airport","NA","Aguascalientes","-102.31800","21.705601"
"MMBT","HUX","BahÃ­as de Huatulco International Airport","NA","Huatulco","-96.26260","15.7753"
"MMCA","CNA","Cananea National Airport","NA","Cananea","-110.09787","31.06615"
"MMCB","CVJ","General Mariano Matamoros Airport","NA","","-99.2612991333007","18.834800720214844"
"MMCC","ACN","Ciudad AcuÃ±a New International Airport","NA","Ciudad AcuÃ±a","-101.09899","29.332899"
"MMCE","CME","Ciudad del Carmen International Airport","NA","Ciudad del Carmen","-91.7990036010742","18.65369987487793"
"MMCG","NCG","Nuevo Casas Grandes Airport","NA","","-107.87","30.3974"
"MMCH","","Chilpancingo Airport","NA","Chilpancingo","-99.51542","17.574239"
"MMCL","CUL","Bachigualato Federal International Airport","NA","CuliacÃ¡n","-107.47499847","24.7644996643"
"MMCM","CTM","Chetumal International Airport","NA","Chetumal","-88.3267974853515","18.50469970703125"
"MMCN","CEN","Ciudad ObregÃ³n International Airport","NA","Ciudad ObregÃ³n","-109.8330001831054","27.39259910583496"
"MMCO","CJT","San Antonio Copalar Airport","NA","ComitÃ¡n","-92.05059","16.176701"
"MMCP","CPE","Ingeniero Alberto AcuÃ±a Ongay International Airport","NA","Campeche","-90.500297546","19.816799163800003"
"MMCS","CJS","Abraham GonzÃ¡lez International Airport","NA","Ciudad JuÃ¡rez","-106.4290008544921","31.63610076904297"
"MMCT","CZA","Chichen Itza International Airport","NA","Chichen Itza","-88.446197509","20.6413002014"
"MMCU","CUU","General Roberto Fierro Villalobos International Airport","NA","Chihuahua","-105.96499633","28.702899932900003"
"MMCV","CVM","General Pedro Jose Mendez International Airport","NA","Ciudad Victoria","-98.956497192","23.7033004761"
"MMCY","CYW","Captain Rogelio Castillo National Airport","NA","Celaya","-100.88700","20.546"
"MMCZ","CZM","Cozumel International Airport","NA","Cozumel","-86.9255981445312","20.52239990234375"
"MMDA","CUA","Ciudad ConstituciÃ³n Airport","NA","Ciudad ConstituciÃ³n","-111.61499","25.053801"
"MMDM","MMC","Ciudad Mante National Airport","NA","Ciudad Mante","-99.01737","22.743177"
"MMDO","DGO","General Guadalupe Victoria International Airport","NA","Durango","-104.52799987","24.1242008209"
"MMEP","TPQ","Amado Nervo National Airport","NA","Tepic","-104.84300","21.4195"
"MMES","ESE","Ensenada International Airport / El Cipres Air Base","NA","Ensenada","-116.60299","31.7953"
"MMGD","","Airport Isla Guadalupe","NA","","-118.27341","29.02287"
"MMGL","GDL","Don Miguel Hidalgo Y Costilla International Airport","NA","Guadalajara","-103.3109970092773","20.521799087524414"
"MMGM","GYM","General JosÃ© MarÃ­a YÃ¡Ã±ez International Airport","NA","Guaymas","-110.9250030517578","27.9689998626709"
"MMGR","GUB","Guerrero Negro Airport","NA","Guerrero Negro","-114.02400","28.0261"
"MMGT","","Rancho Medio Sitio Airport","NA","Silao","-101.33","20.9172"
"MMHC","TCN","Tehuacan Airport","NA","","-97.419898986816","18.49720001220703"
"MMHO","HMO","General Ignacio P. Garcia International Airport","NA","Hermosillo","-111.04799652","29.095899581900003"
"MMIA","CLQ","Licenciado Miguel de la Madrid Airport","NA","Colima","-103.57700","19.277"
"MMIM","ISJ","Isla Mujeres Airport","NA","","-86.7399978637695","21.2450008392334"
"MMIO","SLW","Plan De Guadalupe International Airport","NA","Saltillo","-100.9290008544921","25.54949951171875"
"MMIT","IZT","Ixtepec Airport","NA","Ixtepec","-95.09369","16.449301"
"MMJA","JAL","El Lencero Airport","NA","Xalapa","-96.797500610","19.4750995636"
"MMJC","AZP","Atizapan De Zaragoza Airport","NA","","-99.2888031005999","19.5748004913"
"MMLC","LZC","LÃ¡zaro CÃ¡rdenas Airport","NA","LÃ¡zaro CÃ¡rdenas","-102.22100067","18.0016994476"
"MMLM","LMM","Valle del Fuerte International Airport","NA","Los Mochis","-109.08100128","25.6851997375"
"MMLO","BJX","Del BajÃ­o International Airport","NA","Silao","-101.48100","20.9935"
"MMLP","LAP","Manuel MÃ¡rquez de LeÃ³n International Airport","NA","La Paz","-110.36199951","24.072700500499998"
"MMLT","LTO","Loreto International Airport","NA","Loreto","-111.347999572753","25.989200592041016"
"MMMA","MAM","General Servando Canales International Airport","NA","Matamoros","-97.525299072","25.7698993683"
"MMMD","MID","Licenciado Manuel Crescencio Rejon Int Airport","NA","MÃ©rida","-89.65769958","20.937000274699997"
"MMMG","MUG","Mulege Airport","NA","Mulege","-111.97072","26.905347"
"MMML","MXL","General Rodolfo SÃ¡nchez Taboada International Airport","NA","Mexicali","-115.24199","32.6306"
"MMMM","MLM","General Francisco J. Mujica International Airport","NA","Morelia","-101.02500152","19.849899292"
"MMMT","MTT","MinatitlÃ¡n/Coatzacoalcos National Airport","NA","MinatitlÃ¡n","-94.5807037354000","18.1033992767"
"MMMV","LOV","Monclova International Airport","NA","","-101.47000","26.9557"
"MMMX","MEX","Licenciado Benito Juarez International Airport","NA","Mexico City","-99.07209","19.4363"
"MMMY","MTY","General Mariano Escobedo International Airport","NA","Monterrey","-100.10700225","25.7784996033"
"MMMZ","MZT","General Rafael Buelna International Airport","NA","MazatlÃ¡n","-106.2659988","23.1613998413"
"MMNG","NOG","Nogales International Airport","NA","","-110.9759979248046","31.22610092163086"
"MMNL","NLD","QuetzalcÃ³atl International Airport","NA","Nuevo Laredo","-99.570503234","27.4438991547"
"MMOX","OAX","XoxocotlÃ¡n International Airport","NA","Oaxaca","-96.72660064","16.9999008179"
"MMPA","PAZ","El TajÃ­n National Airport","NA","Poza Rica","-97.4608001709000","20.6026992798"
"MMPB","PBC","Hermanos SerdÃ¡n International Airport","NA","Puebla","-98.371398925","19.1581001282"
"MMPC","","Ingeniero Juan Guillermo Villasana Airport","NA","Pachuca","-98.78250","20.0774"
"MMPE","","(Old) Puerto PeÃ±asco Airport","NA","Puerto PeÃ±asco","-113.52","31.3562"
"MMPG","PDS","Piedras Negras International Airport","NA","","-100.53500","28.627399"
"MMPL","PCO","Punta Colorada Airport","NA","La Ribera","-109.53582","23.575011"
"MMPN","UPN","Licenciado y General Ignacio Lopez Rayon Airport","NA","","-102.0390014648437","19.396699905395508"
"MMPP","","Punta Pescadero Airport","NA","La Paz","-109.7070007324","23.803400039673"
"MMPQ","PQM","Palenque International Airport","NA","","-92.01548","17.533153"
"MMPR","PVR","Licenciado Gustavo DÃ­az Ordaz International Airport","NA","Puerto Vallarta","-105.2539978027343","20.680099487304688"
"MMPS","PXM","Puerto Escondido International Airport","NA","Puerto Escondido","-97.08910","15.8769"
"MMQT","QRO","QuerÃ©taro Intercontinental Airport","NA","QuerÃ©taro","-100.18599","20.6173"
"MMRX","REX","General Lucio Blanco International Airport","NA","Reynosa","-98.228","26.0089"
"MMSC","SZT","San Cristobal de las Casas Airport","NA","San Cristobal de las Casas","-92.53009796142","16.690299987793"
"MMSD","SJD","Los Cabos International Airport","NA","San JosÃ© del Cabo","-109.7210006713867","23.15180015563965"
"MMSF","SFH","San Felipe International Airport","NA","Mexicali","-114.8089981079","30.930200576782"
"MMSG","","Air Base No. 11 Santa Gertrudis","NA","Saucillo","-105.70247","27.784117"
"MMSL","","Cabo San Lucas International Airport","NA","Cabo San Lucas","-109.93699","22.947701"
"MMSM","NLU","Santa Lucia Air Force Base","NA","Reyes Acozac","-99.0164031982000","19.755300521900004"
"MMSP","SLP","Ponciano Arriaga International Airport","NA","San Luis PotosÃ­","-100.93099975","22.254299163800003"
"MMTA","","Tlaxcala Airport","NA","","-98.17349","19.537992"
"MMTB","","TerÃ¡n Air Base","NA","Tuxtla GutiÃ©rrez","-93.17330","16.739901"
"MMTC","TRC","Francisco Sarabia International Airport","NA","TorreÃ³n","-103.41100311","25.568300247199996"
"MMTG","TGZ","Angel Albino Corzo International Airport","NA","Tuxtla GutiÃ©rrez","-93.0224990845000","16.5636005402"
"MMTJ","TIJ","General Abelardo L. RodrÃ­guez International Airport","NA","Tijuana","-116.9700012207031","32.541099548339844"
"MMTM","TAM","General Francisco Javier Mina International Airport","NA","Tampico","-97.865898132","22.2964000702"
"MMTN","TSL","Tamuin Airport","NA","","-98.80650","22.0383"
"MMTO","TLC","Licenciado Adolfo Lopez Mateos International Airport","NA","Toluca","-99.5660018921000","19.3370990753"
"MMTP","TAP","Tapachula International Airport","NA","Tapachula","-92.370002746","14.7943000793"
"MMTX","","Zapotiltic - Tuxpan Airport","NA","Zapotiltic","-103.37","19.5996"
"MMUN","CUN","CancÃºn International Airport","NA","CancÃºn","-86.877098083","21.036500930800003"
"MMV","MMV","Mal Airport","OC","Mal Island","144.17111","-1.394444"
"MMVA","VSA","Carlos Rovirosa PÃ©rez International Airport","NA","Villahermosa","-92.8173980712890","17.996999740600586"
"MMVR","VER","General Heriberto Jara International Airport","NA","Veracruz","-96.187301635","19.1459007263"
"MMZC","ZCL","General Leobardo C. Ruiz International Airport","NA","Zacatecas","-102.6869964","22.8971004486"
"MMZH","ZIH","Ixtapa Zihuatanejo International Airport","NA","Ixtapa","-101.46099853","17.601600647"
"MMZM","ZMM","Zamora Airport","NA","","-102.27600","20.045"
"MMZO","ZLO","Playa De Oro International Airport","NA","Manzanillo","-104.55899810","19.144800186199998"
"MMZP","","Zapopan Airport","NA","","-103.46170","20.747922"
"MN-0001","","Gurzandzagal East Airport","AS","","115.33603","49.194129"
"MN-MXW","MXW","Mandalgobi Airport","AS","Mandalgobi","106.26899719","45.7380981445"
"MN-ULZ","","Jibhalanta Airport","AS","Uliastai","96.847198486","47.7146987915"
"MN00","","Webb Lake Airport","NA","Hackensack","-94.4246978","46.95980072"
"MN01","","Hammars Farm Airport","NA","Ada","-96.6169967651367","47.28329849243164"
"MN02","","Lake Minnewashta Seaplane Base","NA","Excelsior","-93.609","44.880501"
"MN03","","Bolduc Seaplane Base","NA","Bigfork","-93.41079","47.597698"
"MN04","","Aggies Landing Airport","NA","Alexandria","-95.2628021240234","45.77360153198242"
"MN05","","Jordan Seaplane Base","NA","Bemidji","-94.846900939941","47.597198486328125"
"MN06","","Pulkrabek Private Landing Field","NA","Angus","-96.7836990356445","48.04999923706055"
"MN07","","Health One Mercy Hospital Heliport","NA","Anoka","-93.3702011108398","45.18360137939453"
"MN08","","Eagles Nest Aerodrome","NA","Eagle Lake","-93.871803283691","44.12649917602539"
"MN09","","Crystal Lake Seaplane Base","NA","Burnsville","-93.26689","44.722198"
"MN10","","Abbott Northwestern Hospital Heliport","NA","Minneapolis","-93.2612991333007","44.9547004699707"
"MN11","","Lorenz Airport","NA","Benson","-95.5449981689453","45.29999923706055"
"MN12","","Robco Airport","NA","Laporte","-94.75219726562","47.19889831542969"
"MN13","","Moberg Air Base","NA","Bemidji","-94.9527969360351","47.49610137939453"
"MN14","","United Hospital District Heliport","NA","Blue Earth","-94.1000976562","43.63370132446289"
"MN15","","Empire Farm Strip","NA","Bongards","-93.8538970947265","44.79499816894531"
"MN16","","Virginia Regional Hospital Heliport","NA","Virginia","-92.54805","47.531389"
"MN17","","Jackson Field","NA","Brainerd","-94.2394027","46.27220154"
"MN18","","Barrett Airport","NA","Brainerd","-94.088600158691","46.178199768066406"
"MN19","","Brandt Airport","NA","Delano","-93.836402893066","45.047298431396484"
"MN20","","Runke's Field","NA","Cedar Mills","-94.5714035034179","44.910499572753906"
"MN21","","Rileys Landing Seaplane Base","NA","Chanhassen Village","-93.5335998535156","44.83330154418945"
"MN23","","Dupre's Airport","NA","Chisago","-92.88580","45.3158"
"MN24","","Surfside Airport","NA","Circle Pines","-93.1168975830078","45.150001525878906"
"MN25","","Mahnomen County & Village Hospital Heliport","NA","Mahnomen","-95.973899841308","47.3119010925293"
"MN26","","Tri-County Heliport","NA","Wadena","-95.1331024169921","46.44660186767578"
"MN27","","Fairview Southdale Hospital Heliport","NA","Edina","-93.3265991210937","44.887001037597656"
"MN28","","Lux Strip","NA","Cosmos","-94.7481002807617","44.983001708984375"
"MN29","","Buffalo Lake Seaplane Base","NA","Buffalo","-93.91079","45.162201"
"MN30","","Busch's Fish Lake Seaplane Base","NA","Maple Grove","-93.4652023315429","45.09410095214844"
"MN31","","L & M Aerodrome","NA","Litchfield","-94.579200744628","45.062198638916016"
"MN32","","Nietz Airstrip","NA","Oronoco","-92.4526977539062","44.19139862060547"
"MN33","","St Mary's Hospital Heliport","NA","Duluth","-92.097801208496","46.793800354003906"
"MN34","","St Olaf Hospital Heliport","NA","Austin","-92.9770965576171","43.675201416015625"
"MN35","","Wild Rice Lake Seaplane Base","NA","Duluth","-92.1621017456054","46.899898529052734"
"MN36","","Mosquito Heliport","NA","Rice","-94.1999969482421","45.68619918823242"
"MN37","","Shelton's Private Airport","NA","Duluth","-92.35710","46.944901"
"MN38","","Spud Field","NA","East Grand Forks","-96.9837036132812","47.92499923706055"
"MN39","","Winona Health Services Heliport","NA","Winona","-91.62330","44.033853"
"MN40","","Meadowvale Airport","NA","Elk River","-93.588600158691","45.36249923706055"
"MN41","","Timmers Landing Field","NA","Silver Lake","-94.21418","44.973428"
"MN42","","Oak Lake Air Strip","NA","Erskine","-95.9460983276367","47.658599853515625"
"MN43","","Kanabec Hospital Heliport","NA","Mora","-93.2899017333984","45.8744010925293"
"MN44","","Angen Field","NA","Garfield","-95.5261993408203","45.9364013671875"
"MN45","","Jennrich Field","NA","Farmington","-93.132202148437","44.56610107421875"
"MN46","","Lucht Field","NA","Farmington","-93.09190","44.604098"
"MN47","","Cameron's Airport","NA","Princeton","-93.4698028","45.54970169"
"MN48","","St Luke Hospital Heliport","NA","Duluth","-92.0859985351562","46.797401428222656"
"MN49","","Tuma Private Airport","NA","Montgomery","-93.484397888183","44.42390060424805"
"MN50","","Arthur Field","NA","Gatzke","-95.8069000244140","48.370201110839844"
"MN51","","Bowers Airport","NA","Stacy","-92.9747009277343","45.4536018371582"
"MN52","","Gospel Ranch Airport","NA","Hibbing","-93.0921020","47.22909927"
"MN53","","Stanley Field","NA","Graceville","-96.576","45.582199"
"MN54","","Gunflint Seaplane Base","NA","Grand Marais","-90.708396911621","48.09159851074219"
"MN55","","Sandy Flats Airport","NA","Hastings","-92.8118972778320","44.7052001953125"
"MN56","","Charlton Building Heliport","NA","Rochester","-92.4517974853515","44.0182991027832"
"MN57","","Bush Field","NA","Hinckley","-92.98825","46.036072"
"MN58","","Sky Meadow Airport","NA","Hastings","-92.8640975952148","44.69770050048828"
"MN59","","District One Hospital Heliport","NA","Faribault","-93.2580032348632","44.289398193359375"
"MN60","","Itzen Air Strip","NA","Herman","-96.21559","45.763302"
"MN61","","Ward Airport","NA","Hollandale","-93.17800","43.760201"
"MN62","","Quast Airport","NA","Hutchinson","-94.3503036499023","44.849998474121094"
"MN63","","Stocker Private Airport","NA","Jordan","-93.6369018554687","44.68330001831055"
"MN64","","H Reder Field","NA","Lakefield","-95.17250","43.695802"
"MN65","","Meeker County Memorial Hospital Heliport","NA","Litchfield","-94.5294036865234","45.11940002441406"
"MN66","","Ingleside Airport","NA","Loretto","-93.6522979736328","45.0630989074707"
"MN67","","Sky Park Airport","NA","Lydia","-93.5183029175000","44.6596984863"
"MN68","","Pangerl Airport","NA","Braham","-93.37159","45.700802"
"MN69","","Maple Airport","NA","Maple Plain","-93.671897888183","45.00270080566406"
"MN70","","Springfield Medical Center-Mayo Health System Heliport","NA","Springfield","-94.971702575683","44.24660110473633"
"MN71","","Ziermann Airport","NA","Mayer","-93.89189","44.875"
"MN72","","Peil's Vermillion Wings Seaplane Base","NA","Tower","-92.40519","47.885502"
"MN73","","Snell's Seaplane Base","NA","Marcell","-93.7450027465820","47.64720153808594"
"MN74","","B & D Flyers International Airport","NA","Minnesota Lake","-93.8404998779000","43.830501556399994"
"MN75","","Krezowski Seaplane Base","NA","Mcgregor","-93.2823028","46.7582016"
"MN76","","Marty's Tranquility Base","NA","Prior Lake","-93.4718933105000","44.699962616"
"MN77","","Jerger's Field","NA","Moorhead","-96.715599060058","46.92359924316406"
"MN78","","Turtle Lake Seaplane Base","NA","Bemidji","-94.86689","47.6166"
"MN79","","Schroeder Airport","NA","Becker","-93.85769","45.4314"
"MN80","","The Pass Seaplane Base","NA","Mound","-93.688499450683","44.914398193359375"
"MN81","","J J and T Airport","NA","East Grand Forks","-97.0311965942382","47.98889923095703"
"MN82","","Fairview Red Wing Hospital Heliport","NA","Red Wing","-92.54630","44.5602"
"MN83","","International Falls Memorial Heliport","NA","International Falls","-93.4318008422851","48.59550094604492"
"MN84","","Bachand Airport","NA","Oklee","-95.89199","47.813903"
"MN85","","Swiderski Field","NA","Onamia","-93.661399841308","46.03329849243164"
"MN86","","Sky Manor Aero Estates Airport","NA","Park Rapids","-95.1224975585937","47.045799255371094"
"MN87","","Cooks Landing Airport","NA","Ham Lake","-93.221702575683","45.24359893798828"
"MN88","","Empire Valley Airport","NA","Paynesville","-94.6753005981445","45.28689956665039"
"MN89","","Aerovilla Airport","NA","Perham","-95.6502990722656","46.616600036621094"
"MN90","","Luverne Community Hospital Heliport","NA","Luverne","-96.2098999023437","43.67290115356445"
"MN91","","Reynolds Field","NA","Princeton","-93.5140991210937","45.537498474121094"
"MN92","","Lennartson Airport","NA","Proctor","-92.3002014160156","46.749900817871094"
"MN93","","Chandler Field","NA","Randall","-94.51699","46.105499"
"MN94","","Mille Lacs Heliport","NA","Onamia","-93.662498474121","46.073001861572266"
"MN95","","Velo Airstrip","NA","Rothsay","-96.1920013427734","46.51110076904297"
"MN96","","Rohwer Airport","NA","Rushmore","-95.81700","43.5983"
"MN97","","Thens Private Airstrip","NA","St. Cloud","-94.20439","45.590195"
"MN98","","Aero-Plain Airport","NA","St Francis","-93.3846969604492","45.411399841308594"
"MN99","","Serenity Airport","NA","Lester Prairie","-94.0888977050781","44.91559982299805"
"MNAL","","Alamicamba Airport","NA","Alamicamba","-84.2471008300781","13.512299537658691"
"MNAM","","Altamira Airport","NA","Altamira","-85.76049804687","12.110600471496582"
"MNBC","","Boaco Airport","NA","Boaco","-85.6625976562","12.469099998474121"
"MNBL","BEF","Bluefields Airport","NA","Bluefileds","-83.7741012573242","11.991000175476074"
"MNBR","","Los Brasiles Airport","NA","Los Brasiles","-86.3538970947265","12.1899995803833"
"MNBZ","BZA","San Pedro Airport","NA","Bonanza","-84.62431","14.031524"
"MNCE","ECI","Costa Esmeralda Airport","NA","Tola","-86.03336","11.427542"
"MNCH","","Chinandega Airport","NA","Chinandega","-87.13739776611","12.640000343323"
"MNCI","RNI","Corn Island","NA","Corn Island","-83.0637969970703","12.1628999710083"
"MNCT","","Corinto Airport","NA","Chinandega","-87.1772003173828","12.478899955749512"
"MNDM","","Dos Montes Airport","NA","Dos Montes","-86.1483001708984","12.80049991607666"
"MNEP","","La Esperanza Airport","NA","La Esperanza","-84.27852","12.199477"
"MNES","","EstelÃ­ Airport","NA","EstelÃ­","-86.3632965087890","13.111700057983398"
"MNFC","","Punta Huete (Panchito) Airport","NA","Punta Huete","-86.1828994750976","12.353400230407715"
"MNFF","","El Bluff Airport","NA","El Bluff","-83.6878967285156","11.99429988861084"
"MNHG","","Hato Grande Airport","NA","Hato Grande","-85.4327011108398","11.981399536132812"
"MNJG","","Jinotega","NA","Jinotega","-85.9877014160156","13.085700035095215"
"MNJU","","Juigalpa","NA","Juigalpa","-85.3666687011718","12.100000381469727"
"MNKW","","Karawala Airport","NA","Karawala","-83.5829010009765","12.89210033416748"
"MNLN","","Leon (Fanor Urroz) Airport","NA","LeÃ³n","-86.9028015136718","12.429200172424316"
"MNLP","","Omtepe Airport","NA","Omtepe Island","-85.70299","11.523616"
"MNMA","","Macantaca Airport","NA","Macantaca","-84.0839004516601","13.245100021362305"
"MNMG","MGA","Augusto C. Sandino (Managua) International Airport","NA","Managua","-86.1681976318359","12.141500473022461"
"MNMR","","Montelimar Airport","NA","Montelimar","-86.5112991333007","11.80519962310791"
"MNNG","NVG","Nueva Guinea Airport","NA","Nueva Guinea","-84.4499969482421","11.666666984558105"
"MNP","MNP","Maron Island Airport","OC","Hermit Islands","145.016","-1.5504"
"MNPC","PUZ","Puerto Cabezas Airport","NA","Puerto Cabezas","-83.3867034912109","14.047200202941895"
"MNPP","","El Papalonal Airport","NA","El Papalonal","-86.4679031372070","12.465700149536133"
"MNRS","","Rivas","NA","Rivas","-85.838500976562","11.42770004272461"
"MNRT","RFS","Rosita Airport","NA","La Rosita","-84.4088973999023","13.889699935913086"
"MNSC","NCR","San Carlos","NA","San Carlos","-84.769996643066","11.133399963378906"
"MNSI","SIU","Siuna","NA","Siuna","-84.7777786254882","13.727222442626953"
"MNWP","WSP","Waspam Airport","NA","Waspam","-83.9693984985351","14.7391996383667"
"MO00","","Turkey Mountain Airport","NA","Shell Knob","-93.66388","36.591696"
"MO01","","Cuinche Airport","NA","Strafford","-93.1060028076171","37.25"
"MO02","","Morgan Airport","NA","Rolla","-91.6835021972656","37.91669845581055"
"MO03","","Moders Airport","NA","House Springs","-90.5829010009765","38.424198150634766"
"MO04","","Lyell Airport","NA","Hunnewell","-91.850196838378","39.71670150756836"
"MO05","","Truman Medical Center West Heliport","NA","Kansas City","-94.5742034912109","39.08420181274414"
"MO06","","Barton County Memorial Hospital Heliport","NA","Lamar","-94.26879882812","37.50019836425781"
"MO07","","Adventures Aloft Airport","NA","Jonesburg","-91.3002014160156","38.872501373291016"
"MO08","","Homan Field","NA","Sedalia","-93.3327026367187","38.66279983520508"
"MO09","","Sharpe Farms Airport","NA","Lewistown","-91.873802185058","40.02370071411133"
"MO10","","Hawk Air Airport","NA","Sturgeon","-92.2623977661132","39.20429992675781"
"MO11","","Barron Aviation Airport","NA","Perry","-91.5829010009765","39.4005012512207"
"MO12","","St Lukes Hospital West Heliport","NA","Chesterfield","-90.5037002563476","38.65119934082031"
"MO13","","Blue Hollow Airpark","NA","Eldridge","-92.82920","37.7976"
"MO14","","Marshall Field","NA","Fair Grove","-93.20861","37.422778"
"MO15","","Beckner Field","NA","Marshfield","-92.95739","37.387501"
"MO16","","Baugh Flight Park Ultralightport","NA","Avilla","-94.1682968139648","37.16389846801758"
"MO17","","Garst Airport","NA","Watson","-95.6461029052734","40.47919845581055"
"MO18","","Clevenger Airport","NA","Blue Springs","-94.249","38.947201"
"MO19","","American Legion-Village of Centertown Heliport","NA","Centertown","-92.4121017456054","38.61309814453125"
"MO2","","Flying Bar H Ranch Airport","NA","Springfield","-93.1288986206054","37.175201416015625"
"MO20","","Nevada Regional Medical Center Heliport","NA","Nevada","-94.3602752685546","37.83000183105469"
"MO21","","St Joseph Health Center Heliport","NA","Kansas City","-94.6044006347656","38.936100006103516"
"MO22","","Jta Asbell Field","NA","Carl Junction","-94.5496978759765","37.19169998168945"
"MO23","","Phillips Field","NA","California","-92.5335006713867","38.633399963378906"
"MO24","","Lonesome Sky Airport","NA","Craig","-95.3882980346679","40.142799377441406"
"MO25","","Show Me The Sky Airport","NA","Barnard","-94.92559","40.137503"
"MO26","","Peterson Farm Airport","NA","Kearney","-94.3529968261718","39.39390182495117"
"MO27","","Ccc Airport","NA","Cameron","-94.1927032470703","39.73529815673828"
"MO28","","Blue Springs Heliport","NA","Blue Springs","-94.2636032104492","39.027000427246094"
"MO29","","Inter-State Airport","NA","Pleasant Hill","-94.3348999023437","38.77220153808594"
"MO30","","Harbour Airport","NA","Gravois Mills","-92.811","38.269901"
"MO31","","Malina Airport","NA","Rogersville","-93.0724029541015","37.04949951171875"
"MO32","","Table Rock Airport","NA","Golden","-93.676902770996","36.52870178222656"
"MO33","","Barlet's Base Airport","NA","Carthage","-94.2537994384765","37.12919998168945"
"MO34","","Ellingsen Field","NA","Everton","-93.662498474121","37.35969924926758"
"MO35","","Harvey Airport","NA","Eolia","-90.9173965454101","39.212799072265625"
"MO36","","Riddle's Roost Airport","NA","Foristell","-90.9251022338867","38.832000732421875"
"MO37","","Ridgeview Ranch Airport","NA","Harrisonville","-94.3818969726562","38.72309875488281"
"MO38","","Table Rock Heliport","NA","Branson","-93.282","36.6383"
"MO39","","Baldwin Airport","NA","Silex","-91.0418014526367","39.113399505615234"
